Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Keywords,Has Mobile App,Has Google Play App,Has iTunes App
Ampt,ampt.com,Ampt delivers innovative products to lower the total cost of PV systems and increase energy generation.,49,47,166,21,21,0,0%,19,2,11%,91,92,-1%,58,57%,,,,,,20,1,33,757575.76,,C,Bohemian Investments,$25.0M,2015-07-15,"$25,000,000",Fort Collins,Fort Collins,,CO,United States,North America,B2B,"cleantech,energy,hardware,hardware peripherals,solar power,wind power",,No,No,No
Canatu,canatu.com,Canatu is developing and manufacturing transparent conductive films and touch sensors for an entirely new class of touch applications,46,-1,163,27,26,1,4%,22,5,23%,17,61,-72%,170,-90%,,,,,,6,6,26,434615.38,2004,C,"InVenture,InVenture Partners,Infosto,Inventure Oy,Tekes,Troika Dialog",$23.3M,2016-09-08,"$11,300,000",Helsinki,Helsinki,,,Finland,Europe,B2C,"consumer electronics,energy,hardware,hardware peripherals,healthcare,pharmaceuticals","clean energy,hardware",No,No,No
Advanced Cardiac Therapeutics,actmed.net,Advanced Cardiac Therapeutics develops and commercializes microwave radiometry-based products for electrophysiology tests.,46,20,0,11,11,0,0%,11,0,0%,15,15,0%,21,-29%,,,,,,34,12,160,45625,2007,C,"NBGI Ventures,New Enterprise Associates",$12.3M,2014-04-21,"$7,300,000",Los Angeles,Laguna Beach,Los Angeles,CA,United States,North America,B2B,"biotechnology,cleantech,hardware,hardware peripherals,healthcare,medical devices,medical diagnostics,pharmaceuticals,wind power",,No,No,No
Ambient Devices,ambientdevices.com,Information at a glance.,43,46,-250,5,5,0,0%,5,0,0%,247,201,23%,191,29%,,,,,,102,-2,28,178571.43,2001,C,".406 Ventures,David S. Rose,First Round Capital,New York Angels,Nicholas Negroponte,Rose Tech Ventures",$9.5M,2008-09-16,"$5,000,000",Boston,Cambridge,Boston,MA,United States,North America,B2B,"analytics,cleantech,consumer electronics,energy,hardware,mobile,solar power,wind power",,No,No,No
EoPlex Technologies,eoplex.com,"EoPlex HVPF™ Print-Forming process is a way of inexpensively manufacturing miniature devices. EoPlex meets the demand for new ways to harvest, generate and manage energy with miniature devices.",40,33,38,16,17,-1,-6%,21,-5,-24%,11,12,-8%,10,10%,,,,,,87,7,336,11309.52,,C,"ATA Ventures,Draper Fisher Jurvetson (DFJ),Draper Richards,Labrador Ventures,Western Technology Investment",$11.8M,2009-11-30,"$3,800,000",Bay Area,Redwood City,Bay Area,CA,United States,North America,B2B,"cleantech,hardware,hardware peripherals,healthcare,medical devices,semiconductors,solar power,wind power",,No,No,No
Advanced Electron Beams,aeb.com,AEB develops compact electron beam emitters replacing thermal and chemical processes for manufacturing.,40,36,190,11,12,-1,-8%,6,5,83%,79,91,-13%,77,3%,,,,,,91,4,60,236666.67,1979,C,"Agman Partners,Atlas Venture,Flagship Ventures,GE Capital,General Catalyst Partners,General Electric,RockPort Capital Partners",$14.2M,2009-08-04,"$14,200,000",Singapore,Singapore,Boston,,Germany,Europe,B2B,"energy,hardware,manufacturing",,No,No,No
JenaValve Technology,jenavalve.de,JenaValve Technology develops transcatheter aortic valve implantation (TAVI) systems for transapical and transfemoral implantation.,37,2,-219,59,58,1,2%,60,-1,-2%,2,2,0%,4,-50%,,,,,,19,9,158,167721.52,2006,C,"Atlas Venture,Edmond de Rothschild Venture Capital,Gimv,Legend Capital,Neomed Management,Omega Capital,Rudi Marien,Sunstone Capital,VI Partners,Valiance Asset Management",$112.5M,2015-08-07,"$26,500,000",Munchen,Munchen,,,Germany,Europe,B2B,"biotechnology,hardware,healthcare,medical devices,pharmaceuticals",,No,No,No
PowerbyProxi,powerbyproxi.com,PowerbyProxi develops the world's most advanced & safest wireless power solutions. We give CE & Industrial product designers the freedom to wirelessly transfer power in the most difficult places: from miniaturized receivers inside CE devices to mission critical solutions in hostile environments.,35,-7,0,62,64,-2,-3%,61,1,2%,"6,161","6,763",-9%,"9,179",-33%,,,,,,41,36,1106,3616.64,2007,C,"Movac,TE Connectivity",$9.0M,2013-09-29,"$4,000,000",Auckland,Auckland,Bay Area,,New Zealand,Oceania,B2B,"cleantech,hardware,hardware peripherals,solar power,wind power",,No,No,No
Grabit,grabitinc.com,Grabit is an industrial automation and material handling solutions company.,34,6,-161,29,28,1,4%,26,3,12%,153,178,-14%,160,-4%,,,,,,21,14,217,49013.82,2013,C,"ABB Technology Ventures,Draper Nexus,Flextronics,Formation 8,Nike",$10.6M,2015-06-04,"$10,636,000",Bay Area,Santa Clara,Bay Area,CA,United States,North America,B2B,"hardware,hardware peripherals,robotics",,No,No,No
Extricom,extricom.com,"Extricoms unique wireless LAN system delivers the lowest total cost of ownership, at the same time as achieving a performance leap.",34,78,21,27,28,-1,-4%,28,-1,-4%,14,19,-26%,70,-80%,,,,,,96,-34,981,Undisclosed,2002,C,"Belden,Kreos Capital,Magma Venture Partners (Magma VC),Motorola Solutions Venture Capital,Vertex Venture Capital",$15.0M,2009-02-24,Undisclosed,New York,New York,New York,NY,United States,North America,B2B,"enterprise software,hardware,hardware peripherals,mobile",,No,No,No
Cascade Technologies,cascade-technologies.com,"Cascade Technologies enables users monitor greenhouse and general industrial emissions, hazardous gases, explosives and drugs.",30,3,14,47,46,1,2%,44,3,7%,28,40,-30%,229,-88%,,,,,,82,23,509,2259.33,2003,C,"Bank of Scotland Equity Investments,Braveheart Investment Group,PUK Ventures,Partnerships UK,Scottish Investment Bank",$7.7M,2010-04-26,"$1,150,000",Stirling,Stirling,,,United Kingdom,Europe,B2B,"biotechnology,cleantech,hardware,hardware peripherals,healthcare,pharmaceuticals,semiconductors,wind power",,No,No,No
SynapSense,synapsense.com,SynapSense offers wireless instrumentation solutions that enable carbon footprint reduction for data centers and enterprises.,27,53,0,29,29,0,0%,27,2,7%,35,80,-56%,171,-80%,,,,,,44,-22,662,6042.3,2006,C,"Aeris Capital,American River Ventures,Crosslink Capital,DFJ Frontier,Emerald Technology Ventures ,GE Energy Financial Services,Nth Power,Robert Bosch Venture Capital,Sequoia Capital",$43.5M,2013-07-11,"$4,000,000",Sacramento,Folsom,Sacramento,CA,United States,North America,B2B,"cleantech,energy,enterprise software,hardware,hardware peripherals","sustainability,wireless",No,No,No
Seno Medical Instruments,senomedical.com,Medical Instruments offers a new modality in cancer screening and diagnosis called opto-acoustic imaging.,25,6,0,59,60,-1,-2%,57,2,4%,3,3,0%,2,50%,,,,,,36,9,163,212269.94,,C,"Central Texas Angel Network,MedCare Investment Funds",$46.9M,2014-02-25,"$34,600,000",San Antonio,San Antonio,,TX,United States,North America,B2B,"biotechnology,hardware,healthcare,medical devices,medical diagnostics,pharmaceuticals",medical devices,No,No,No
Varentec,varentec.com,"Grid Edge Volt-VAR control solutions for municipal utilities, cooperatives and investor-owned utilities.",24,15,0,35,36,-1,-3%,36,-1,-3%,189,247,-23%,393,-52%,,,,,,16,3,55,236363.64,2009,C,"3M New Ventures,Bill Gates,Khosla Ventures",$34.8M,2015-11-14,"$13,000,000",Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"cleantech,energy,hardware,hardware peripherals,solar power,wind power",,No,No,No
Hil Applied Medical,hilappliedmedical.com,"Developing a new class of ultra-compact, high-performance accelerators for proton therapy",24,-17,103,19,18,1,6%,18,1,6%,2,3,-33%,8,-75%,,,,,,6,6,13,Undisclosed,2010,C,"Ion Beam Applications,OurCrowd",$0,2016-08-23,Undisclosed,Omer,Omer,,,Israel,Asia,B2B,"biotechnology,hardware,healthcare,medical devices,pharmaceuticals",medical devices,No,No,No
Immedia,immediasemi.com,Developer and marketer of semiconductor-based ISP and video compression technologies for consumer electronics applications.,21,4,0,33,33,0,0%,29,4,14%,49,52,-6%,60,-18%,,,,,,25,8,122,26229.51,,C,"Comcast Ventures,Flybridge Capital Partners",$3.2M,2015-02-09,"$3,200,000",Boston,Andover,Boston,MA,United States,North America,B2B,"computer hardware,data storage,hardware,information security,physical security,security,semiconductors,storage",,No,No,No
Mascoma,mascoma.com,Mascoma is a biofuel company that produces cellulosic ethanol made from wood and switchgrass.,19,39,4,49,48,1,2%,49,0,0%,21,19,11%,13,62%,,,,,,67,-17,507,98619.33,2006,C,"Atlas Venture,Bluestem Capital,Flagship Ventures,General Catalyst Partners,Khosla Ventures,Kleiner Perkins Caufield & Byers,Pinnacle Ventures,VantagePoint Capital Partners",$161.0M,2011-08-19,"$50,000,000",Lebanon,Lebanon,Boston,NH,United States,North America,B2B,"biotechnology,cleantech,enterprise software,hardware,hardware peripherals,healthcare,pharmaceuticals,wind power",,No,No,No
Prudent Energy,pdenergy.com,"This website is for sale! pdenergy.com is your first and best source for all of the information you're looking for. From general topics to more of what you would expect to find here, pdenergy.com has it all. We hope you find what you are searching for!",19,14,0,48,49,-1,-2%,50,-2,-4%,8,11,-27%,33,-76%,,,,,,65,5,171,172514.62,2006,C,"DT Capital Partners,Draper Fisher Jurvetson (DFJ),IDInvest Partners,Mitsui & Co,Mitsui & Co. Global Investment,Northern Light Venture Capital,Vangoo Capital Partners",$51.5M,2011-10-12,"$29,500,000",China,Bethesda,Washington D.C.,,China,Asia,B2B,"cleantech,education,energy,hardware,hardware peripherals,human resources hr,physical storage,solar power,storage,wind power",,No,No,No
GaN Systems,gansystems.com,GaN Systems is the leading developer of gallium nitride power switching semiconductors.,18,-31,-543,43,42,1,2%,39,4,10%,251,305,-18%,276,-9%,,,,,,22,23,285,70175.44,2008,C,"BDC Capital Corporation,Chrysalix EVC,Chrysalix Energy,Cycle Capital,RockPort Capital Partners,Tsing Capital",$20.0M,2015-05-07,"$20,000,000",Ottawa,Ottawa,,ON,Canada,North America,B2B,"cleantech,hardware,hardware peripherals,semiconductors,solar power,wind power",,No,No,No
Ioxus,ioxus.com,"Ioxus designs and manufactures ultracapacitors, hybrid capacitors, and modules for a variety of high power, energy storage applications.",17,29,-253,40,41,-1,-2%,45,-5,-11%,95,87,9%,127,-25%,,,,,,13,-3,21,19047.62,2007,C,"Aster Capital,Braemar Energy Ventures,Energy Technology Ventures,International Finance Corporation (IFC),Northwater Capital,The Westly Group",$54.4M,2016-02-03,"$400,000",Oneonta,Oneonta,,NY,United States,North America,B2B,"automotive,cleantech,e-commerce,energy,hardware,hardware peripherals,wind power",,No,No,No
Efficient Drivetrains,efficientdrivetrains.com,"Efficient Drivetrains manufactures continuously variable transmissions for electric vehicle developers, manufacturers, and suppliers.",17,-11,-62,27,28,-1,-4%,25,2,8%,53,54,-2%,53,0%,,,,,,5,4,18,436111.11,2006,C,"Jiaxing Daxin Investment Partnership,H&Q Asia Pacific",$12.0M,2016-09-20,"$7,850,000",Milpitas,Milpitas,Bay Area,CA,United States,North America,B2B,"automotive,cleantech,hardware,hardware peripherals,wind power",,No,No,No
E la Carte,elacarte.com,Presto Smart Dining System is the Restaurant Tablet that Changes the Game for Casual Dining Restaurants - Letting Guests Order Pay and Play at the Table.,16,16,747,53,53,0,0%,53,0,0%,"1,305","1,487",-12%,"1,857",-30%,,,,,,10,1,8,Undisclosed,2008,C,"500 Startups,Alexis Ohanian,Bridge Bank,Gabor Cselle,I2BF Global Ventures,I2BF Venture Capital,Intel Capital,Joshua Schachter,Lightbank,Roger Dickey,Romulus Capital,SV Angel,Sam Altman,Trinity Capital Investment,TriplePoint Capital,Y Combinator,YC Summer 2010",$52.5M,2016-04-28,Undisclosed,Bay Area,Redwood City,Bay Area,CA,United States,North America,B2B,"finance,food & beverages,hardware,human resources hr,payments",,No,No,No
LucidLogix Technologies,lucidlogix.com,GPU Virtualization,16,25,0,98,98,0,0%,99,-1,-1%,"9,326","10,037",-7%,"10,888",-14%,,,,,,84,-7,159,50314.47,2005,C,"Genesis Partners,Giza Venture Capital,Intel Capital,Rho Capital Partners",$40.0M,2010-03-17,"$8,000,000",Netanya,Netanya,,,Israel,Asia,B2C,"consumer electronics,hardware",,No,No,No
Silego Technology,silego.com,"Silego designs & sells highly configurable power, logic, and timing mixed signal IC products. The CMIC (Configurable Mixed-signal IC) products integrate medium precision analog components, discrete digital logic, and passive components into highly configurable small, easy to use, low cost ICs.",16,-79,25,114,115,-1,-1%,107,7,7%,444,551,-19%,649,-32%,,,,,,80,81,1816,3166.3,2001,C,"Storm Ventures,US Venture Partners,Weston Presidio Capital",$5.8M,2010-06-22,"$5,750,000",Bay Area,Santa Clara,Bay Area,CA,United States,North America,B2B,"hardware,hardware peripherals,physical security,security,semiconductors",,No,No,No
Aseptia,aseptia.com,"Aseptia, Inc. commercializes continuous flow microwave sterilization processes. Aseptia, Inc. was formerly known as Ultraseptics, Inc. The",13,13,57,,,,,,,,,,,,,,,,,,36,,,0,,C,"F.B. Heron Foundation,Lookout Capital,Prudential Capital Group,SJF Ventures",$28.0M,2014-03-06,"$28,000,000",Raleigh,Raleigh,Raleigh,NC,United States,North America,,"food & beverages,hardware,hardware peripherals,healthcare,medical devices,pharmaceuticals",,No,No,No
Novinda,novinda.com,Novinda provides solutions to the coal combustion industry to help coal users lower environmental impacts.,12,4,0,12,12,0,0%,12,0,0%,9,6,50%,10,-10%,,,,,,61,7,340,17647.06,2009,C,"Altira Group,New Venture Partners",$6.0M,2012-02-13,"$6,000,000",Denver,Denver,Denver,CO,United States,North America,B2B,"agriculture,cleantech,energy,hardware,hardware peripherals,healthcare,pharmaceuticals,wind power",,No,No,No
Straatum Processware,straatum.com,Straatum Processware provides real-time fault detection and classification solutions to the semiconductor sector.,4,0,0,5,5,0,0%,5,0,0%,5,5,0%,7,-29%,,,,,,146,3,15,376666.67,,C,"ACT Venture Capital,Intel Capital,Kernel Capital Partners,Vision Capital",$5.7M,2005-01-11,"$5,650,000",Dublin,Dublin,,,Ireland,Europe,B2B,"hardware,hardware peripherals,semiconductors",,No,No,No
LensVector,lensvector.com,"LensVector offers a novel optical technology that can shape, steer and focus light without mechanical movement.",4,10,0,23,23,0,0%,28,-5,-18%,8,6,33%,13,-38%,,,,,,52,-5,263,13307.98,2006,C,"Harbor Pacific Capital,In-Q-Tel,Institutional Venture Partners (IVP),Kodak,Menlo Ventures,Mitsui & Co. Global Investment,Samsung Ventures,Silicon Valley Bank",$33.5M,2012-10-25,"$3,500,000",Mountain View,Mountain View,Bay Area,,United States,North America,B2B,"cleantech,hardware,hardware peripherals,healthcare,medical devices,solar power,wind power",,No,No,No
Cornice,corniceco.com,"Cornice provides storage elements for consumer electronics including mobile phones, MP3 players, personal video recorders and more.",3,0,0,54,54,0,0%,54,0,0%,2,2,0%,2,0%,,,,,,135,2,12,8083333.33,,C,"BlueRun Ventures,Hercules Technology Growth Capital,Scale Venture Partners,VantagePoint Capital Partners",$148.0M,2005-12-14,"$97,000,000",Boulder,Longmont,Boulder,CO,United States,North America,B2C,"data storage,hardware,physical storage,storage",,No,No,No
Cambridge CMOSS,ccmoss.com,"ams a global leader in the design and manufacture of sensors, sensor interfaces, power management and wireless ICs for the consumer, industrial, medical, mobile communications and automotive markets",2,-4,52,19,20,-1,-5%,28,-9,-32%,135,156,-13%,420,-68%,,,,,,32,4,322,Undisclosed,2008,C,"Cambridge Enterprise,Parkwalk Advisors Ltd",$0,2014-07-02,Undisclosed,Cambridge,Cambridge,,,United Kingdom,Europe,B2B,"hardware,hardware peripherals,semiconductors",,No,No,No
Verified Identity Pass,verifiedidpass.com,,2,2,0,10,10,0,0%,10,0,0%,2,2,0%,2,0%,,,,,,102,0,0,0,,C,"Baker Capital,Lehman Brothers,Spark Capital,Syncom Venture Partners",$44.4M,2008-08-20,"$44,400,000",Palm Coast,Palm Coast,,FL,United States,North America,B2C,"enterprise software,fitness and wellness,hardware,healthcare,pharmaceuticals,physical security,security",,No,No,No
Polaris Wireless,polariswireless.com,"Polaris Wireless has been the global leader in wireless location services for more than 15 years. We innovate with a purpose: to solve important,",1,-32,0,104,105,-1,-1%,101,3,3%,50,33,52%,13,285%,,,,,,46,29,635,15748.03,1999,C,"Draper Fisher Jurvetson (DFJ),Industry Ventures",$10.0M,2013-04-26,"$10,000,000",Bay Area,Mountain View,Bay Area,CA,United States,North America,B2B,"hardware,hardware peripherals,marketing,mobile",,No,No,No
Siimpel Corporation,siimpel.com,Siimpel Corporation applies high precision MEMS platform technology to enable the reduction in size of high-performance digital cameras.,0,3,0,19,19,0,0%,19,0,0%,4,4,0%,3,33%,,,,,,87,-2,47,56930.55,,C,"DFJ Portage Ventures,Draper Fisher Jurvetson (DFJ),Global Catalyst Partners,LG Innotek,Micron Technology,Motorola Solutions,Motorola Solutions Venture Capital,Qualcomm,Qualcomm Ventures,Scale Venture Partners,Western Technology Investment,Zone Ventures",$56.5M,2009-12-16,"$2,675,736",Los Angeles,Arcadia,Los Angeles,CA,United States,North America,B2B,"cleantech,consumer electronics,hardware,hardware peripherals,healthcare,pharmaceuticals,solar power",,No,No,No
Luxul Wireless,luxulwireless.com,,0,0,0,,,,,,,,,,,,,,,,,,124,,,0,,C,Canopy Ventures,"$600,000",2006-10-25,"$600,000",Salt Lake City,Lindon,Salt Lake City,UT,United States,North America,B2B,"e-commerce,hardware,hardware peripherals",,No,No,No
