CrunchBase Name,Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Interested,Alert,Custom List,Public List,Keywords,Has Mobile App,Has Google Play App,Has iTunes App,Date Added,crunchbase_uuid,type,primary_role,name,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description,people
nominum,Nominum,nominum.com,"Nominum is the world's DNS innovation leader and the first company to create an integrated suite of DNS-based, subscriber-centric applications for top-tier telecom providers that deliver the DNS software, superior performance, security, controls and communications.",174,96,28,192,187,5,3%,179,13,7%,"2,332","1,848",26%,"1,947",20%,,,,,,143,71,1665,9609.61,1999,Late,"Advanced Technology Ventures,Bessemer Venture Partners,Canvas Venture Fund,Deutsche Telekom,Globespan Capital Partners,Juniper Networks,Morgenthaler Ventures,Presidio Ventures,SVB India Capital Partners,VeriSign",$41.0MÂ ,3/22/05,"$16,000,000 ",Bay Area,Redwood City,Bay Area,CA,United States,North America,B2B,"analytics,enterprise software,information security,marketing,security",0,0,0,0,sales,No,No,No,4/4/13,1872e447-5407-d44a-baf2-d31bf1f6f405,Organization,company,Nominum,https://www.crunchbase.com/organization/nominum?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,nominum.com,http://www.nominum.com,https://www.crunchbase.com/organization/nominum/primary-image/raw,http://www.facebook.com/nominum,http://twitter.com/Nominum,http://www.linkedin.com/company/nominum,:,Redwood City,California,USA,"Nominum provides DNS software & applications for top telecom providers to deliver superior performance, security, controls & communications.",
socialware,Socialware,socialware.com,"Socialware provides software and services for organizations to market through social media, and generate business through CRM.",175,-42,288,298,296,2,1%,284,14,5%,"9,722","9,176",6%,"8,115",20%,,,,,,62,193,3868,51.71,2008,Exited (acquired),"CrunchFund,Floodgate Fund,G-51 Capital,Kindred Partners,Morgan Stanley,Silverton Partners",$14.7MÂ ,1/5/12,"$200,000 ",Austin,Austin,Austin,TX,United States,North America,B2B,"analytics,enterprise software,finance,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,f2befbc4-b74c-c7f2-3b6d-027db2967b0e,Organization,company,Socialware,https://www.crunchbase.com/organization/socialware?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,socialware.com,http://www.socialware.com,https://www.crunchbase.com/organization/socialware/primary-image/raw,http://www.facebook.com/Socialware,http://twitter.com/socialware,,:,Austin,Texas,USA,"Socialware provides software and services for organizations to market through social media, and generate business through CRM.",
guardicore,GuardiCore,guardicore.com,"Data Center Visibility, Breach Detection and Response - Threat Deception",176,98,336,61,57,4,7%,49,12,24%,165,84,96%,9,1733%,,,,,,8,12,53,377358.49,2013,B,"83North,Battery Ventures,Cisco Investments,Greylock Partners",$31.0MÂ ,7/18/16,"$20,000,000 ",Tel Aviv,Tel Aviv,,,Israel,Asia,B2B,"analytics,data storage,enterprise software,information security,network / hosting / infrastructure,physical security,security,storage",0,0,0,0,,No,No,No,8/19/14,ef649444-dbfa-3c62-5bd3-1f1e856d0655,Organization,company,GuardiCore,https://www.crunchbase.com/organization/guardicore?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,guardicore.com,http://guardicore.com,https://www.crunchbase.com/organization/guardicore/primary-image/raw,https://www.facebook.com/guardicore/,http://twitter.com/guardicore,http://www.linkedin.com/company/guardicore,:,Tel Aviv,Tel Aviv,ISR,GuardiCore provides network security solutions for software defined data centers.,
innovaccer,InnovAccer,innovaccer.com,"Through implementations of machine learning and Big Data technologies, InnovAccer simplifies access to structured data and analytics with platforms that learn.",176,-114,874,159,154,5,3%,122,37,30%,"16,656","15,573",7%,"18,959",-12%,,,,,,7,42,176,88636.36,2012,Late,"500 Startups,500 Startups Batch 12 (Winter 2015),Aneesh Reddy,Lightspeed Venture Partners,Rajan Anandan,Teru Sato,Teruhide Sato,Venkatesh Valluri,Westbridge Capital Partners",$15.6MÂ ,8/10/16,"$15,600,000 ",Palo Alto,Palo Alto,Bay Area,CA,United States,North America,B2B,"analytics,data storage,enterprise software,finance,marketing,marketing analytics,storage",0,0,0,0,,No,No,No,12/3/13,e0e2ed2a-e4b5-d535-ebbe-0af4c52fca3c,Organization,company,InnovAccer,https://www.crunchbase.com/organization/innovaccer?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,innovaccer.com,http://www.innovaccer.com,https://www.crunchbase.com/organization/innovaccer/primary-image/raw,https://www.facebook.com/InnovAccer/,https://twitter.com/innovaccer,https://www.linkedin.com/company/innovaccer,:,Palo Alto,California,USA,Building World's most intuitive Big Data Platform,
intelligize,Intelligize,intelligize.com,"Intelligize is the revolutionary, must-have tool for law firms, accounting firms and corporations who deal with SEC Compliance.",239,198,750,48,48,0,0%,54,-6,-11%,"9,682","9,873",-2%,"10,397",-7%,,,,,,69,36,713,2103.79,2008,Late,"First Round Capital,Reed Elsevier Ventures",$3.6MÂ ,5/20/11,"$1,500,000 ",New York,New York,New York,NY,United States,North America,B2B,"analytics,finance,human resources hr",0,0,0,0,,No,No,No,4/4/13,b23d353e-298b-548b-8c84-eae8c40b444b,Organization,company,Intelligize,https://www.crunchbase.com/organization/intelligize?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,intelligize.com,http://www.intelligize.com,https://www.crunchbase.com/organization/intelligize/primary-image/raw,,http://twitter.com/Intelligize,http://www.linkedin.com/company/intelligize-inc.,:,New York,New York,USA,Intelligize offers products designed for the research of SEC disclosure and the creation of documents.,
gameloft,Gameloft,gameloft.com,"A leading global publisher of digital and social games, Gameloft has established itself as one of the top innovators in its field since 2000. Gameloft creates games for all digital platforms, including mobile phones, smartphones and tablets, set-top boxes and connected TVs.",178,178,2119,"4,667","4,800",-133,-3%,"4,458",209,5%,"694,782","705,799",-2%,"732,783",-5%,"805,683","940,815",-14%,"1,004,091",-20%,,,,Undisclosed,1999,Exited (acquired),,Undisclosed,,Undisclosed,Paris,Paris,New York,,France,Europe,B2C,"advertising,analytics,e-commerce,entertainment,gaming,marketing,marketing analytics,mobile",0,0,0,0,"android,mobile gaming",Yes,Yes,Yes,4/4/13,50f0d19a-571e-3ded-834b-3ae7a65fd439,Organization,company,Gameloft,https://www.crunchbase.com/organization/gameloft?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gameloft.com,http://gameloft.com,https://www.crunchbase.com/organization/gameloft/primary-image/raw,http://www.facebook.com/gameloft,http://twitter.com/GameloftIN,http://www.linkedin.com/company/gameloft,:,Barcelona,Catalonia,ESP,"Gameloft is an international publisher and developer of digitally-distributed video games speciallyÂ designed for iOS, Android andÂ Java.",
stroz-friedberg,Stroz Friedberg,strozfriedberg.com,"We focus on cybersecurity with leading experts in digital forensics, incident response, and security science; investigation; eDiscovery; and due diligence.",157,-85,-232,474,465,9,2%,462,12,3%,"4,677","4,891",-4%,"5,970",-22%,,,,,,122,208,5267,5695.84,2000,Exited (acquired),Greenhill Capital Partners,$30.0MÂ ,1/9/07,"$30,000,000 ",New York,New York,New York,NY,United States,North America,"B2B,Consulting","analytics,information security,physical security,security",0,0,0,0,,No,No,No,4/4/13,8a0c17bd-a384-1c5c-1e73-7f920e5dcdee,Organization,company,Stroz Friedberg,https://www.crunchbase.com/organization/stroz-friedberg?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,strozfriedberg.com,http://www.strozfriedberg.com,https://www.crunchbase.com/organization/stroz-friedberg/primary-image/raw,,http://twitter.com/strozfriedberg,http://www.linkedin.com/company/stroz-friedberg-llc,:,New York,New York,USA,"Stroz Friedberg is a technical consulting and services company, providing solutions for clients to manage digital risks.Â ",
plumgrid,PLUMgrid,plumgrid.com,PLUMgrid is pioneering new innovations in virtual networking and SDN/NFV to deliver cloud infrastructure solutions that transform businesses,179,74,4,135,133,2,2%,123,12,10%,"6,129","8,147",-25%,"10,229",-40%,,,,,,32,75,1338,12107.62,2011,Exited (acquired),"Hummer Winblad Venture Partners,Longworth Venture Partners,Qualcomm Ventures,Swisscom Ventures,US Venture Partners",$29.0MÂ ,6/25/14,"$16,200,000 ",Santa Clara,Santa Clara,Bay Area,CA,United States,North America,B2B,"analytics,data storage,enterprise software,information security,network / hosting / infrastructure,security,storage",0,0,0,0,,No,No,No,4/4/13,780eda0d-dfbd-05c5-319e-8a532680259e,Organization,company,PLUMgrid,https://www.crunchbase.com/organization/plumgrid?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,plumgrid.com,http://plumgrid.com,https://www.crunchbase.com/organization/plumgrid/primary-image/raw,http://www.facebook.com/plumgrid,http://twitter.com/PLUMgrid,http://www.linkedin.com/company/2668204,:,Santa Clara,California,USA,PLUMgrid is involved in virtual networking and SDN/NFV to deliver cloud infrastructure solutions that transform businesses.,
review-trackers,Review Trackers,reviewtrackers.com,ReviewTrackers is today's premier online review management solution and the best way for enterprises to measure the customer experience.,182,79,0,50,48,2,4%,35,15,43%,"61,746","63,845",-3%,"60,315",2%,,,,,,8,20,86,46511.63,2012,B,"American Family Ventures,CSA Partners,Gener8tor,Jeff Rusinow,Madison Winter 2014,StartupChile,SymphonyAlpha Ventures",$6.0MÂ ,7/19/16,"$4,000,000 ",Green Cove Springs,Green Cove Springs,Chicago,IL,United States,North America,"B2B,Metamediary","analytics,finance,marketing,marketing analytics,mobile",0,0,0,0,"reviews & recommendations,sales,small & medium sized business",No,No,No,4/4/13,9d8fb6f6-5808-c8f7-34d3-168f550ab1e2,Organization,company,ReviewTrackers,https://www.crunchbase.com/organization/review-trackers?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,reviewtrackers.com,http://www.reviewtrackers.com,https://www.crunchbase.com/organization/review-trackers/primary-image/raw,http://www.facebook.com/reviewtrackers,http://twitter.com/reviewtrackers,http://www.linkedin.com/company/review-trackers,:,Chicago,Illinois,USA,ReviewTrackers is online review management software that provides tools for business reviews.,
splitter,Splitter,splitterhq.com,Makes marketing more efficient through intelligent and easy-to-use automated targeting.,182,182,-160,1,1,0,0%,1,0,0%,81,163,-50%,104,-22%,,,,,,,,,Undisclosed,2012,Exited (acquired),,Undisclosed,,Undisclosed,Copenhagen,Copenhagen,,,Denmark,Europe,"B2B,SaaS","advertising,analytics,customer support,marketing,marketing analytics,media,mobile",0,0,0,0,"android,ios,mobile apps,tablets",No,No,No,4/4/13,a95c18ef-3cc3-7d71-9a6e-9d576d5557f3,Organization,company,Splitter HQ,https://www.crunchbase.com/organization/splitter?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,splitterhq.com,http://splitterhq.com,https://www.crunchbase.com/organization/splitter/primary-image/raw,http://www.facebook.com/splitterhq,http://twitter.com/SplitterHQ,http://www.linkedin.com/company/splitter,:,Colne,Lancashire,GBR,"Splitters vision is to optimize the consumer experience by enabling brands to use intelligent targeting, this allows brands to efficiently c",
iterable,Iterable,iterable.com,"Iterable makes consumer growth marketing simple. Using Iterable, marketers send the right message, to the right device, at the right time.",185,78,144,35,32,3,9%,21,14,67%,"85,427","86,688",-1%,"89,557",-5%,,,,,,3,11,31,741935.48,2013,B,"500 Startups,645 Ventures,AngelPad,AngelPad Spring 2013,Charles River Ventures (CRV),Index Ventures,Merus Capital,TEEC Angel Fund,Yun-Fang Juan",$32.2MÂ ,12/13/16,"$23,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,SaaS","analytics,e-commerce,email,enterprise software,human resources hr,marketing,marketing analytics,mobile",0,0,0,0,email marketing,No,No,No,3/27/14,3d94cc89-3573-bfc4-803a-87b529b34ed9,Organization,company,Iterable,https://www.crunchbase.com/organization/iterable?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,iterable.com,http://iterable.com,https://www.crunchbase.com/organization/iterable/primary-image/raw,http://www.facebook.com/iterable,http://twitter.com/iterable,http://www.linkedin.com/company/iterable,:,San Francisco,California,USA,Iterable is a growth marketing and user engagement platform.,
treasure-data,Treasure Data,treasuredata.com,"Treasure Data provides the first cloud service for the entire data pipeline, including collection, storage and analysis. Now businesses can get value from big data in days. *Cool Vendors in Big Data, 2014* by Gartner.",185,102,0,93,91,2,2%,80,13,16%,"120,831","114,532",5%,"162,523",-26%,,,,,,9,16,91,126373.63,2011,C,"AME Cloud Ventures,Adam Wiggins,Anand Babu Periasamy,Bill Tai,Dan Scheinman,James Lindenbaum,Jerry Yang,Orion Henry,Scale Venture Partners,Sierra Ventures,Sizhao Yang,Tim Guleri,Yukihiro Matsumoto",$34.6MÂ ,6/9/16,"$11,500,000 ",Mountain View,Mountain View,Bay Area,CA,United States,North America,"B2B,SaaS","analytics,cloud computing,data storage,finance,human resources hr,marketing,marketing analytics,storage",0,0,0,0,"big data,cloud computing",No,No,No,11/20/13,e2fa2d3e-1e20-b27c-a7fc-fe249c1a3f18,Organization,company,Treasure Data,https://www.crunchbase.com/organization/treasure-data?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,treasuredata.com,http://www.treasuredata.com/,https://www.crunchbase.com/organization/treasure-data/primary-image/raw,http://www.facebook.com/TreasureData,http://twitter.com/TreasureData,http://www.linkedin.com/company/treasure-data-inc-,:,Mountain View,California,USA,"Treasure Data is the end-to-end, fully-managed cloud service for Big Data, thatâ€™s trusted and simple.",
orbital-insight-inc,Orbital Insight,orbitalinsight.com,"Orbital Insight has developed algorithms to count and measure cars, roads, airplanes, clouds, haze, freshwater lakes, agricultural fields, buildings, and oil tanks to provide a big-picture understanding of the world quantitatively grounded in observation.",188,64,241,50,48,2,4%,36,14,39%,"1,342","1,326",1%,"1,086",24%,,,,,,8,23,111,180180.18,2013,B,"Bloomberg Beta,CME Group,Citizen.VC,Google Ventures,In-Q-Tel,Lux Capital,Sequoia Capital",$28.7MÂ ,6/27/16,"$20,000,000 ",Mountain View,Mountain View,,CA,United States,North America,B2B,"analytics,automotive,cleantech,finance,insurance,marketing,marketing analytics,wind power",0,0,0,0,social good,No,No,No,11/22/14,8c23e2ba-6667-6ffc-7218-76da1207d9aa,Organization,company,"Orbital Insight, Inc.",https://www.crunchbase.com/organization/orbital-insight-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,orbitalinsight.com,http://www.orbitalinsight.com/,https://www.crunchbase.com/organization/orbital-insight-inc/primary-image/raw,https://www.facebook.com/pages/Orbital-Insight-Inc/1426947797608675,https://twitter.com/orbital_insight,http://www.linkedin.com/company/orbital-insight-inc-,:,Mountain View,California,USA,Orbital Insight builds a macroscope and finding truth and transparency in the ever-expanding supply of satellite images.,
